region_league,position,team_name,team_id,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,last_updated,url
TURKEY - 1. LIG - ROUND 17,1,Pendikspor,dQVdH97o,5,2,29,18,29,11,18,32,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,2,Amedspor,EHdgkFvm,2,4,37,13,37,24,13,32,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,3,Erokspor,rPvKSntq,4,3,39,21,39,18,21,31,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,4,Bodrumspor,tAyqUIUd,3,4,36,21,36,15,21,30,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,5,Corum,0vne21BK,4,4,25,7,25,18,7,28,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,6,Igdir FK,pQPEA10Q,4,4,27,5,27,22,5,28,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,7,Erzurumspor,xQZ3CpVE,8,2,28,13,28,15,13,26,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,8,Bandirmaspor,8rZvLOl2,5,4,20,6,20,14,6,26,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,9,Serik Spor,A9gDc83I,4,5,21,-2,21,23,-2,25,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,10,Boluspor,WpwUHfZ0,5,5,25,8,25,17,8,23,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,11,Keciorengucu,tOinx4lk,6,5,25,6,25,19,6,21,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,12,Vanspor FK,6o783Ei5,6,5,20,2,20,18,2,21,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,13,Sivasspor,OvblvwLr,5,6,20,3,20,17,3,20,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,14,Sakaryaspor,2Jzfymql,4,7,28,-6,28,34,-6,19,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,15,Istanbulspor AS,bwbQIDxd,9,4,17,-8,17,25,-8,18,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,16,Sariyer,fNtKGmxb,2,9,16,-6,16,22,-6,17,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,17,Manisa FK,K0zmTxp3,4,8,23,-6,23,29,-6,16,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,18,Umraniyespor,tvvIEKkc,3,9,13,-13,13,26,-13,15,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,19,Hatayspor,ENFkH8NH,5,11,15,-27,15,42,-27,5,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
TURKEY - 1. LIG - ROUND 17,20,Adana Demirspor,8AShqI0G,2,14,12,-55,12,67,-55,-22,2025-12-12T12:23:44.607825,https://www.flashscore.com/football/turkey/1-lig/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,1,Zemun,j3gSl0Lg,7,1,35,18,35,17,18,46,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,2,Vozdovac,M9OiD6qE,5,4,39,20,39,19,20,41,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,3,Macva,xvDc9QS5,5,4,33,12,33,21,12,41,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,4,Dinamo Jug,ADvRvuVg,9,4,24,4,24,20,4,33,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,5,Smederevo,pQ6ezCoj,4,8,28,6,28,22,6,31,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,6,Jedinstvo U.,jPKLWwg4,9,5,32,2,32,30,2,30,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,7,Loznica,bij7d3qi,6,7,23,1,23,22,1,30,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,8,Graficar Beograd,tdjrAZR4,6,8,23,0,23,23,0,27,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,9,Vrsac,S6zFv88H,11,5,22,0,22,22,0,26,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,10,Tekstilac Odzaci,S6MBKdJS,5,9,26,-8,26,34,-8,26,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,11,Kabel Novi Sad,MLWlhIfn,9,7,17,-5,17,22,-5,24,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,12,Trayal Krusevac,CzoABfnj,5,10,25,1,25,24,1,23,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,13,FAP,lQrZNoHb,4,11,16,-15,16,31,-15,22,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,14,Dubocica,xQYRIT2N,8,9,20,-13,20,33,-13,20,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,15,Borac 1926,Sjsw0IKI,7,11,18,-11,18,29,-11,16,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SERBIA - MOZZART BET PRVA LIGA - ROUND 22,16,Usce,fNA8iNmq,4,13,19,-12,19,31,-12,16,2025-12-12T12:38:19.991507,https://www.flashscore.com/football/serbia/mozzart-bet-prva-liga/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,1,Foresters FC,ELM3WgvF,0,2,13,8,13,5,8,12,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,2,Bazar Brothers,Y54TCLNF,3,0,13,8,13,5,8,12,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,3,Anse Reunion,j5JKOfug,2,1,11,6,11,5,6,11,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,4,Saint Louis,OjFGAutG,1,2,8,0,8,8,0,10,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,5,Real Maldives,zLwAvKwG,0,3,7,0,7,7,0,9,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,6,Bel Air,KxTOlfF9,3,1,7,0,7,7,0,9,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,7,St Michel United,vBqEk5c4,1,3,11,0,11,11,0,7,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,8,Cote d'Or,EuDj3M54,1,3,8,-3,8,11,-3,7,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,9,Lightstars,z1fAInfF,2,3,5,-3,5,8,-3,5,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
SEYCHELLES - PREMIER LEAGUE - ROUND 7,10,Revengers,rRcIGQOR,1,5,1,-16,1,17,-16,1,2025-12-12T12:38:52.254111,https://www.flashscore.com/football/seychelles/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,1,Police FC,AX15Kdd9,2,2,9,3,9,6,3,20,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,2,Gor Mahia,GU9jbyMo,1,3,13,6,13,7,6,19,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,3,Kakamega Homeboyz,OfdPtDuK,4,2,14,4,14,10,4,19,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,4,Posta Rangers,WfxlGWpg,4,3,14,-1,14,15,-1,19,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,5,Shabana,YXH9gwV9,3,3,12,3,12,9,3,18,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,6,KCB,YJdDMY7P,3,4,11,2,11,9,2,18,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,7,Tusker,b9c0Ziqo,3,4,10,0,10,10,0,18,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,8,Leopards,GWtFfl5B,5,1,11,3,11,8,3,17,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,9,Mara Sugar,UBYgXJJb,5,3,8,1,8,7,1,14,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,10,Mathare Utd.,lzS777jQ,2,6,8,-3,8,11,-3,14,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,11,Ulinzi Stars,KzxaGb9r,4,6,11,-3,11,14,-3,13,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,12,Bidco United,0zjHr0CN,4,5,7,-3,7,10,-3,13,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,13,Nairobi United,6m8PWkft,0,4,10,0,10,10,0,12,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,14,Bandari,AuYxVndl,6,3,8,0,8,8,0,12,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,15,APS Bomet,KScUSuRF,3,5,11,-2,11,13,-2,12,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
KENYA - PREMIER LEAGUE - ROUND 13,16,Sofapaka,xU9afFkD,3,6,11,-3,11,14,-3,12,2025-12-12T12:39:02.216760,https://www.flashscore.com/football/kenya/premier-league/
